,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
11610,475000,TEKIRDAG,SARKOY,HOSKOY,I_K,1720,MUSTAKIL PARSEL,516.95,12.0,0,0,0,0,1,0,0,0
11613,1550000,ISTANBUL,BEYKOZ,BAKLACI,BAHCE,902,MUSTAKIL PARSEL,100.0,12.0,0,1,0,0,1,0,0,1
11614,150000,TEKIRDAG,SULEYMANPASA,BANARLI,TARLA,5850,ZILLIYET,100.5,1.0,0,0,1,0,1,0,1,0
11616,110000,MALATYA,YAZIHAN,BOGURTLEN,TARLA,15357,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11617,650000,HATAY,ANTAKYA,GUZELBURC,K_T,1048,MUSTAKIL PARSEL,60.0,12.0,0,0,1,0,1,0,1,0
11618,47750,KAHRAMANMARAS,PAZARCIK,TILKILER,TARLA,18406,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11621,1650000,TEKIRDAG,CORLU,HATIP,I_K,1158,MUSTAKIL PARSEL,1000.0,12.0,0,0,1,1,0,0,1,0
11622,143000,ANKARA,ETIMESGUT,SEHITALI,I_K,550,HISSELI TAPU,536.8571428571429,1.0,0,0,0,0,1,0,0,0
11624,950000,MUGLA,MARMARIS,SELIMIYE,TARLA,1412,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,1
11625,110000,CANAKKALE,MERKEZ,DEDELER,TARLA,14200,MUSTAKIL PARSEL,435.0,77.33333333333333,0,0,1,0,1,0,1,0
11628,850000,TEKIRDAG,CERKEZKOY,KIZILPINAR,TARLA,11017,MUSTAKIL PARSEL,516.95,57.0,0,0,1,0,1,0,1,0
11630,15000,KONYA,HADIM,BADEMLI,TARLA,2073,MUSTAKIL PARSEL,39.0,89.66666666666667,0,0,1,0,1,0,1,0
11631,375000,TOKAT,MERKEZ,GUMENEK,TARLA,3500,MUSTAKIL PARSEL,841.6875,296.1764705882353,0,0,1,0,1,0,1,0
11632,50000,ISPARTA,ATABEY,HARMANOREN,BAHCE,1269,MUSTAKIL PARSEL,516.95,67.0,0,0,1,0,1,0,1,0
11633,100000,KOCAELI,KANDIRA,UGUMCE,TARLA,3068,MUSTAKIL PARSEL,535.0,89.66666666666667,0,0,1,0,1,0,1,0
11634,17951,SANLIURFA,HALILIYE,KONAC,TARLA,5128,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11635,27000,KAHRAMANMARAS,ELBISTAN,BEYYURDU,TARLA,18200,MUSTAKIL PARSEL,54.5,150.0,0,0,1,0,1,0,1,0
11636,110000,BALIKESIR,ERDEK,TATLISU,I_K,122,MUSTAKIL PARSEL,91.0,1.0,0,0,0,0,1,0,0,0
11637,70000,EDIRNE,UZUNKOPRU,HASANPINAR,BAHCE,5384,MUSTAKIL PARSEL,516.95,51.0,0,0,1,0,1,1,0,0
11638,75000,ANKARA,PURSAKLAR,KOSRELIKKIZIGI,TARLA,820,HISSELI TAPU,254.0,10.0,0,0,1,0,1,0,1,0
11639,1,ANTALYA,DOSEMEALTI,YESILBAYIR,I_K,4600,MUSTAKIL PARSEL,214.0,202.57142857142858,0,0,0,1,0,1,0,0
11640,94500,MERSIN(ICEL),SILIFKE,SAYAGZI,I_K,372,MUSTAKIL PARSEL,1881.0,5.75,0,0,1,0,1,0,1,0
11641,715000,ANKARA,ETIMESGUT,GUZELKENT,I_K,432,MUSTAKIL PARSEL,164.625,166.5,0,0,0,0,1,0,0,0
11642,85000,IZMIR,KARABAGLAR,SALIH OMURTAK,M_A,70,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11643,800000,ISTANBUL,ADALAR,MADEN,M_A,168,MUSTAKIL PARSEL,11.0,888.75,0,0,1,0,1,0,1,0
11644,8100,RIZE,MERKEZ,TUGLALI,TARLA,207,MUSTAKIL PARSEL,516.95,570.0,0,0,1,0,1,0,1,0
11647,100000,ANKARA,POLATLI,KUSCU,I_K,1000,MUSTAKIL PARSEL,7416.586781609196,10.0,0,0,1,0,1,0,0,1
11648,1450000,MUGLA,BODRUM,TURKBUKU,I_K,229,MUSTAKIL PARSEL,516.95,71.0,0,0,0,0,1,0,0,0
11649,135000,BURSA,IZNIK,GOLLUCE,TARLA,380,MUSTAKIL PARSEL,657.8888888888889,315.44444444444446,0,0,0,0,1,0,0,0
11651,300000,IZMIR,DIKILI,CANDARLI,I_K,325,MUSTAKIL PARSEL,476.6666666666667,4.0,0,0,1,0,1,0,1,0
11652,250000,ANTALYA,DOSEMEALTI,YENIKOY,I_K,315,MUSTAKIL PARSEL,610.7142857142857,268.77777777777777,0,0,0,0,1,0,0,0
11653,320000,MUGLA,MILAS,OVAKISLACIK,TARLA,7700,MUSTAKIL PARSEL,2.0,43.0,0,0,1,0,1,0,1,0
11654,28000,SAKARYA,PAMUKOVA,CILEKLI,ZEYTINLIK,1437,MUSTAKIL PARSEL,167.0,76.0,0,0,0,0,1,0,0,0
11655,1100000,IZMIR,MENEMEN,GAZI MUSTAFA KEMAL,I_K,576,MUSTAKIL PARSEL,1413.0,6.0,0,0,1,0,1,0,1,0
11656,75000,ANKARA,CUBUK,GOKCEDERE,BAHCE,1000,HISSELI TAPU,200.0,52.0,0,0,1,0,1,0,0,1
11657,270000,BURSA,INEGOL,BILALKOY,TARLA,4841,MUSTAKIL PARSEL,130.0,89.66666666666667,0,0,0,0,1,0,0,0
11659,130000,KIRKLARELI,LULEBURGAZ,DUGUNCUBASI,I_K,1500,MUSTAKIL PARSEL,4296.848484848485,285.71794871794873,0,1,0,0,1,0,1,0
11660,185000,EDIRNE,HAVSA,CUMHURIYET,I_K,360,MUSTAKIL PARSEL,2356.1459999999997,5.0,0,0,1,0,1,0,1,0
11662,1250000,KOCAELI,CAYIROVA,OZGURLUK,I_K,685,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11663,78500,K.K.T.C.,GIRNE,EDREMIT,I_K,650,MUSTAKIL PARSEL,494.6923076923077,64.29411764705883,0,0,1,0,1,0,1,0
11666,465000,ANKARA,KECIOREN,KARSIYAKA,TARLA,1337,HISSELI TAPU,516.95,8.0,0,0,0,0,1,0,0,0
11667,225000,ANKARA,POLATLI,HACITUGRUL,TARLA,10850,HISSELI TAPU,19.0,1.0,0,1,0,1,0,0,1,0
11668,875000,ANTALYA,SERIK,ABDURRAHMANLAR,TARLA,8000,MUSTAKIL PARSEL,50.0,53.0,0,0,1,0,1,0,1,0
11669,750000,BALIKESIR,AYVALIK,ALI CETINKAYA,ZEYTINLIK,7999,MUSTAKIL PARSEL,516.95,30.0,0,0,0,0,1,0,1,0
11672,840000,DENIZLI,PAMUKKALE,AKHAN,TARLA,11600,MUSTAKIL PARSEL,185.0,679.75,0,0,0,0,1,0,0,0
11674,1800000,BALIKESIR,AYVALIK,NAMIK KEMAL,M_A,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,1,0,1,0,1,0
11675,21600,KAYSERI,DEVELI,CATALOLUK,TARLA,7286,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11676,78000,ESKISEHIR,TEPEBASI,ULUDERE,TARLA,1477,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11677,820000,IZMIR,MENEMEN,YAYLA,TARLA,3500,MUSTAKIL PARSEL,841.6875,296.1764705882353,0,1,0,0,1,0,1,0
11678,22500,KAHRAMANMARAS,ELBISTAN,BEYYURDU,TARLA,10000,MUSTAKIL PARSEL,945.0,287.3333333333333,0,0,1,0,1,0,1,0
11680,200000,MUGLA,BODRUM,AKYARLAR,TARLA,211,MUSTAKIL PARSEL,50.0,8.0,0,0,1,0,1,0,0,0
11681,270000,ESKISEHIR,TEPEBASI,ALINCA,TARLA,15000,MUSTAKIL PARSEL,98.0,166.04761904761904,0,0,1,0,1,0,1,0
11683,145000,BURSA,OSMANGAZI,KIRAZLI,BAHCE,1428,MUSTAKIL PARSEL,25.0,148.0,0,1,0,0,1,0,0,1
11684,800000,YALOVA,MERKEZ,MUSTAFA KEMAL PASA,I_K,591,MUSTAKIL PARSEL,486.0,5.0,0,0,1,0,1,1,0,0
11686,160000,MUGLA,MENTESE,CIFTLIK,TARLA,7664,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,1
11688,70200,NIGDE,MERKEZ,YESILGOLCUK (HURRIYET),TARLA,7723,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11691,300000,MUGLA,MENTESE,YERKESIK,TARLA,11567,MUSTAKIL PARSEL,516.95,84.0,0,1,0,0,1,0,1,0
11694,5000,KARAMAN,ERMENEK,PAMUKLU,TARLA,777,MUSTAKIL PARSEL,400.0,89.66666666666667,0,0,1,0,1,0,1,0
11697,160000,MARDIN,KIZILTEPE,MEZOPOTAMYA,TARLA,630,MUSTAKIL PARSEL,376.6666666666667,10.0,0,0,1,0,1,0,1,0
11699,300000,ANTALYA,KEPEZ,SELALE,I_K,323,MUSTAKIL PARSEL,757.2,6.875,0,1,0,0,1,0,1,0
11700,48500,ANKARA,CUBUK,ESENBOGA MERKEZ,I_K,94,HISSELI TAPU,516.95,3.0,0,0,1,1,0,0,1,0
11704,150000,MARDIN,KIZILTEPE,TEPEBASI,I_T,296,MUSTAKIL PARSEL,405.0,6.0,0,0,1,0,1,0,1,0
11707,270000,HATAY,DEFNE,AKNEHIR,ZEYTINLIK,5560,MUSTAKIL PARSEL,25.0,26.0,0,1,0,1,0,0,0,0
11708,600000,ANTALYA,KAS,BEZIRGAN,TARLA,4412,MUSTAKIL PARSEL,516.95,33.0,0,0,1,0,1,0,0,1
11711,30000,EDIRNE,MERIC,KARAYUSUFLU,TARLA,1621,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
11712,60000,TEKIRDAG,HAYRABOLU,KUCUKKARAKARLI,TARLA,3850,MUSTAKIL PARSEL,30.0,102.0,0,0,0,0,1,0,0,0
11713,170000,MUGLA,MILAS,DANISMENT,ZEYTINLIK,2756,MUSTAKIL PARSEL,516.95,56.0,0,0,0,0,1,0,0,0
11714,190000,DENIZLI,HONAZ,KIZILYER,TARLA,2740,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
11715,63000,TOKAT,MERKEZ,MADAS,TARLA,10200,MUSTAKIL PARSEL,14.0,237.0,0,0,1,0,1,0,1,0
11717,164000,KOCAELI,KANDIRA,KOCAKAYMAS,TARLA,844,MUSTAKIL PARSEL,77.0,3.0,0,0,1,0,1,0,1,0
11718,650000,MUGLA,MILAS,AGACLIHUYUK,TARLA,5814,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11719,994000,KASTAMONU,INEBOLU,YUKARIHATIPBAGI,I_K,5148,MUSTAKIL PARSEL,516.95,25.0,0,0,1,0,1,0,0,1
11720,72000,ESKISEHIR,TEPEBASI,MOLLAOGLU,TARLA,1410,MUSTAKIL PARSEL,180.0,322.0,0,0,0,1,0,0,0,0
11721,175000,KIRKLARELI,MERKEZ,KARAKOC,I_K,1007,MUSTAKIL PARSEL,450.0,5.0,0,0,1,0,1,0,1,0
11722,1125000,KIRKLARELI,BABAESKI,BUYUKMANDIRA (HATIP),I_K,5540,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11724,49500,ZONGULDAK,DEVREK,HISIROGLU (UZUN ALIOGLU),TARLA,8788,MUSTAKIL PARSEL,522.0,176.0,0,0,1,0,1,0,1,0
11725,315000,TEKIRDAG,SARKOY,CAMIKEBIR,I_K,400,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,1,0
11726,105000,ESKISEHIR,TEPEBASI,BATIKENT,I_K,201,MUSTAKIL PARSEL,516.95,32.0,0,1,0,0,1,0,0,0
11728,460000,BALIKESIR,GOMEC,YAYA,I_K,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
11729,1500000,ISTANBUL,SILIVRI,FENER,TARLA,11400,MUSTAKIL PARSEL,35.333333333333336,748.0,0,0,1,0,1,0,0,1
11730,420000,TEKIRDAG,KAPAKLI,ATATURK,I_K,420,MUSTAKIL PARSEL,494.0,34.0,0,0,1,0,1,0,0,0
11731,130000,IZMIR,TORBALI,ARSLANLAR,TARLA,350,MUSTAKIL PARSEL,881.0,481.9,0,0,0,0,1,0,0,0
11732,173000,KUTAHYA,MERKEZ,ZAFERTEPE,I_K,350,MUSTAKIL PARSEL,244.0,4.0,0,0,0,0,1,0,1,0
11734,390000,BALIKESIR,IVRINDI,YESILKOY,TARLA,1600,MUSTAKIL PARSEL,292.5,3.0,0,0,1,0,1,0,0,1
11736,62000,BURSA,GEMLIK,KUCUKKUMLA,BAHCE,1120,MUSTAKIL PARSEL,210.0,23.0,0,0,0,0,1,0,0,0
11737,450000,SAKARYA,ERENLER,KUPCULER,I_K,349,MUSTAKIL PARSEL,250.0,22.0,0,0,0,0,1,0,0,0
11738,1302000,ANKARA,ETIMESGUT,ORHUN,I_K,6200,MUSTAKIL PARSEL,130.0,292.4,0,0,1,0,1,0,0,0
11739,168000,ANKARA,POLATLI,BASRI,M_A,671,MUSTAKIL PARSEL,134.0,2.0,0,1,0,0,1,1,0,0
11740,185000,IZMIR,MENEMEN,EMIRALEM MERKEZ,BAHCE,1500,MUSTAKIL PARSEL,4296.848484848485,285.71794871794873,0,0,1,0,1,0,0,0
11742,40500,TOKAT,MERKEZ,MADAS,TARLA,5500,MUSTAKIL PARSEL,4148.166666666667,767.4285714285714,0,0,1,0,1,0,1,0
11743,45000,KONYA,HADIM,ASAGI HADIM,TARLA,2250,MUSTAKIL PARSEL,675.3333333333334,123.16666666666667,0,0,1,0,1,0,1,0
11744,1000000,DENIZLI,SARAYKOY,SAZAK,TARLA,15000,MUSTAKIL PARSEL,15.0,166.04761904761904,0,0,0,0,1,0,0,0
11746,255000,EDIRNE,LALAPASA,BUYUNLU,TARLA,16935,MUSTAKIL PARSEL,516.95,3.0,0,0,1,0,1,0,1,0
11747,27000,KAYSERI,DEVELI,CATALOLUK,TARLA,9215,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11748,250000,DENIZLI,SARAYKOY,SAZAK,TARLA,4700,MUSTAKIL PARSEL,37854.28571428572,11.0,0,1,0,0,1,0,0,1
11749,700000,TOKAT,MERKEZ,SONGUT,TARLA,11000,MUSTAKIL PARSEL,6105.8,186.33333333333334,0,1,0,0,1,0,0,0
11750,1700000,ANTALYA,KEPEZ,ODABASI,I_K,2197,MUSTAKIL PARSEL,80.0,89.66666666666667,0,0,0,0,1,0,0,0
11751,1500000,BALIKESIR,AYVALIK,MITHATPASA,I_K,650,MUSTAKIL PARSEL,494.6923076923077,64.29411764705883,0,0,1,0,1,0,1,0
11752,100000,KIRKLARELI,VIZE,KIZILAGAC,TARLA,1670,MUSTAKIL PARSEL,1.0,14.666666666666666,0,0,0,0,1,0,0,0
11753,59000,AYDIN,DIDIM,AK - YENIKOY,I_K,315,MUSTAKIL PARSEL,610.7142857142857,268.77777777777777,0,0,1,0,1,0,1,0
11754,50000,ANKARA,HAYMANA,KAYABASI,M_A,381,MUSTAKIL PARSEL,420.0,7.0,0,0,0,0,1,0,0,0
11755,225000,CANAKKALE,GELIBOLU,BURHANLI,BAG,434,MUSTAKIL PARSEL,497.4666666666667,3.0,0,1,0,1,0,0,1,0
11757,190000,SAKARYA,HENDEK,SARIYER,TARLA,6500,MUSTAKIL PARSEL,10511.235294117647,235.78947368421052,0,0,0,0,1,0,0,0
11761,280000,KOCAELI,KARAMURSEL,YALAKDERE,TARLA,6597,MUSTAKIL PARSEL,315.0,89.66666666666667,0,0,0,0,1,0,0,0
11762,205000,TEKIRDAG,SARAY,ATATURK,I_K,244,MUSTAKIL PARSEL,1680.0,9.0,0,1,0,1,0,0,1,0
11763,380000,RIZE,MERKEZ,KENDIRLI (ASMALIK),I_K,1222,MUSTAKIL PARSEL,516.95,115.0,0,1,0,0,1,0,1,0
11766,21250,MARDIN,SAVUR,ICOREN,TARLA,7591,MUSTAKIL PARSEL,40.0,53.0,0,0,1,0,1,0,1,0
11767,1050000,YALOVA,CIFTLIKKOY,DENIZCALI,TARLA,8876,MUSTAKIL PARSEL,6.0,89.66666666666667,0,0,1,0,1,0,0,0
11768,450000,HATAY,DEFNE,TOYGARLI,ZEYTINLIK,4517,MUSTAKIL PARSEL,516.95,15.0,0,0,0,1,0,0,0,0
11770,245000,IZMIR,BAYINDIR,YUSUFLU,BAHCE,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,1,0,1,0,1,0
11771,750000,KONYA,MERAM,GODENE,BAHCE,8500,MUSTAKIL PARSEL,18329.272727272728,1.0,0,0,1,0,1,0,0,1
11773,775000,ANKARA,MAMAK,GOKCEYURT,TARLA,15500,MUSTAKIL PARSEL,350.3333333333333,82.66666666666667,0,0,0,0,1,0,0,0
11774,34000,ESKISEHIR,TEPEBASI,HISAR,TARLA,965,MUSTAKIL PARSEL,48.0,202.0,0,0,0,0,1,0,0,0
11775,250000,KIRKLARELI,VIZE,PAZARLI,TARLA,5066,MUSTAKIL PARSEL,516.95,7.0,0,0,1,0,1,0,1,0
11777,300000,BALIKESIR,BURHANIYE,YUNUSLAR,ZEYTINLIK,12676,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11778,1150000,AYDIN,DIDIM,FEVZIPASA,I_K,980,MUSTAKIL PARSEL,1087.0,8.25,0,0,0,0,1,0,0,0
11779,260000,BALIKESIR,AYVALIK,KUCUKKOY,ZEYTINLIK,2750,MUSTAKIL PARSEL,30.0,115.0,0,0,0,0,1,0,0,0
11782,15000,MARDIN,OMERLI,ALICLI,TARLA,5784,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11783,500000,HATAY,SAMANDAG,CIGDEDE,I_K,450,MUSTAKIL PARSEL,668.5,408.6470588235294,0,0,0,0,1,0,0,0
11785,168000,BALIKESIR,GONEN,KURTULUS,I_K,447,MUSTAKIL PARSEL,850.0,89.66666666666667,0,0,1,0,1,0,1,0
11786,490000,BALIKESIR,AYVALIK,NAMIK KEMAL,ZEYTINLIK,4,MUSTAKIL PARSEL,28.0,89.66666666666667,0,0,0,0,1,0,0,1
11788,175000,BALIKESIR,GONEN,PASACIFTLIK,TARLA,4400,MUSTAKIL PARSEL,7128.75,390.0,0,1,0,0,1,0,0,0
11790,27000,KUTAHYA,MERKEZ,SOBRAN,TARLA,3670,MUSTAKIL PARSEL,3.3,89.66666666666667,0,0,1,0,1,0,1,0
11793,22500,KAHRAMANMARAS,ELBISTAN,BEYYURDU,TARLA,13400,MUSTAKIL PARSEL,516.95,136.5,0,0,1,0,1,0,1,0
11794,350000,IZMIR,KARABURUN,MORDOGAN,I_K,250,MUSTAKIL PARSEL,8.0,623.4848484848485,0,0,1,0,1,1,0,0
11795,295000,SAKARYA,KARASU,KARASU,TARLA,2911,MUSTAKIL PARSEL,516.95,7.0,0,1,0,0,1,0,1,0
11796,55000,KONYA,MERAM,KIZILOREN,TARLA,6400,MUSTAKIL PARSEL,49.0,24.0,0,0,0,0,1,0,1,0
11797,30000,NIGDE,MERKEZ,ASLAMA,TARLA,11087,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11798,1700000,ANKARA,CANKAYA,YASAMKENT,I_K,735,MUSTAKIL PARSEL,578.0,1.0,0,1,0,0,1,0,0,0
11799,65000,BURSA,MUDANYA,CAYONU,TARLA,647,MUSTAKIL PARSEL,450.0,202.0,0,0,0,0,1,0,0,0
11801,730000,BURSA,NILUFER,YAYLACIK,TARLA,1459,BILINMIYOR,480.0,89.66666666666667,0,0,0,0,1,0,0,0
11804,1100000,ANKARA,KAHRAMANKAZAN,GUVENC,BAHCE,6410,MUSTAKIL PARSEL,190.0,160.0,0,0,0,0,1,0,0,0
11805,510000,IZMIR,MENEMEN,85. YIL CUMHURIYET,I_K,939,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11806,475000,ANKARA,ETIMESGUT,YUKARIYURTCU,TARLA,2500,HISSELI TAPU,23037.81818181818,404.0,0,0,1,0,1,0,0,0
11807,1200000,MERSIN(ICEL),MEZITLI,CEMILLI,TARLA,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,0,0,1,0,0,0
11808,135000,SANLIURFA,BIRECIK,ZIYARET,TARLA,6025,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11809,1500000,BALIKESIR,AYVALIK,MURATELI,ZEYTINLIK,13000,MUSTAKIL PARSEL,2302.6666666666665,134.57142857142858,0,0,0,0,1,0,0,0
11810,250000,KASTAMONU,TASKOPRU,PULCULAR,I_K,150,MUSTAKIL PARSEL,632.5714285714286,7.0,0,1,0,0,1,0,1,0
11811,60000,KONYA,MERAM,HATUNSARAY,BAHCE,1430,MUSTAKIL PARSEL,623.3333333333334,2.0,0,0,0,0,1,0,0,0
11812,5000,KONYA,HADIM,BADEMLI,TARLA,4681,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11814,980000,AYDIN,KOSK,OVAKOY,M_A,8300,MUSTAKIL PARSEL,250.0,463.25,0,0,1,0,1,0,1,0
11817,65000,MALATYA,YESILYURT,GORGU,BAHCE,9704,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11818,320000,KONYA,SELCUKLU,ASAGIPINARBASI,TARLA,5000,HISSELI TAPU,11111.59142857143,78.0,0,0,1,0,1,0,0,1
11819,20000,USAK,KARAHALLI,COKAKLI,TARLA,7887,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11822,1650000,CANAKKALE,MERKEZ,CINARLI,BAG,8370,MUSTAKIL PARSEL,62.0,89.66666666666667,0,0,0,0,1,0,0,0
11824,440000,MUGLA,MENTESE,PASAPINARI,TARLA,6993,MUSTAKIL PARSEL,328.0,89.66666666666667,0,0,1,0,1,0,0,1
11826,450000,BOLU,MERKEZ,AVDAN,TARLA,1448,MUSTAKIL PARSEL,516.95,113.0,0,0,1,0,1,0,1,0
11827,240000,HATAY,ARSUZ,KARAAGAC OVUNDUK,I_K,505,MUSTAKIL PARSEL,918.0,744.0,0,0,0,0,1,0,0,0
11829,19800,KONYA,GUNEYSINIR,OMEROGLU,TARLA,8145,MUSTAKIL PARSEL,42.0,89.66666666666667,0,0,1,0,1,0,1,0
11830,95000,ISTANBUL,ARNAVUTKOY,ADNAN MENDERES,I_K,133,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11831,300000,KONYA,SELCUKLU,BUYUKKAYACIK,TARLA,7220,HISSELI TAPU,516.95,9.0,0,0,1,0,1,0,1,0
11833,20500,ISPARTA,EGIRDIR,TEPELI,TARLA,2681,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11835,120000,KONYA,MERAM,DERE,BAHCE,1475,MUSTAKIL PARSEL,400.0,89.66666666666667,0,0,0,0,1,0,0,0
11837,1700000,ANTALYA,KEPEZ,ALTINOVA SINAN,TARLA,7610,MUSTAKIL PARSEL,516.95,5.0,0,0,1,0,1,0,1,0
11839,400000,IZMIR,MENDERES,OZDERE CUMHURIYET,I_K,480,MUSTAKIL PARSEL,844.2,335.3333333333333,0,0,0,0,1,0,0,0
11840,480000,EDIRNE,KESAN,SIGILLI,TARLA,2400,MUSTAKIL PARSEL,50.0,3.0,0,0,1,0,1,0,1,0
11841,259000,DUZCE,MERKEZ,CAMKOY,I_K,602,MUSTAKIL PARSEL,1000.0,89.66666666666667,0,0,1,0,1,0,1,0
11842,43000,KIRIKKALE,DELICE,KARABEKIR,M_A,2048,MUSTAKIL PARSEL,11.0,89.66666666666667,0,0,1,0,1,0,1,0
11843,650000,ESKISEHIR,TEPEBASI,YUKARI SOGUTONU,TARLA,8500,MUSTAKIL PARSEL,50.0,2.5,0,0,1,0,1,0,1,0
11844,180000,EDIRNE,LALAPASA,MERKEZ,TARLA,15710,MUSTAKIL PARSEL,516.95,285.0,0,0,1,0,1,0,1,0
11846,9900,KAYSERI,DEVELI,CATALOLUK,TARLA,4949,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11850,350000,CANAKKALE,EZINE,GOKCEBAYIR,ZEYTINLIK,9100,MUSTAKIL PARSEL,80.0,89.66666666666667,0,0,1,0,1,0,1,0
11851,285000,TEKIRDAG,SULEYMANPASA,KARADENIZ,I_K,363,MUSTAKIL PARSEL,516.95,11.0,0,0,0,1,0,0,0,0
11852,800000,CANAKKALE,LAPSEKI,UMURBEY (UMURBEY),BAHCE,10213,MUSTAKIL PARSEL,700.0,57.0,0,0,1,0,1,0,1,0
11853,130000,KIRKLARELI,VIZE,DEVLET,TARLA,571,MUSTAKIL PARSEL,112.0,39.333333333333336,0,0,0,0,1,0,0,0
11854,410000,MERSIN(ICEL),TOROSLAR,ARPACSAKARLAR,I_K,575,BILINMIYOR,1.0,8.25,0,0,1,0,1,0,1,0
11857,250000,BALIKESIR,BURHANIYE,YABANCILAR,ZEYTINLIK,16000,MUSTAKIL PARSEL,14382.0,34.0,0,0,0,0,1,1,0,0
11858,850000,ANTALYA,KEPEZ,KIZILLI,TARLA,6805,MUSTAKIL PARSEL,516.95,3.0,0,0,1,0,1,0,1,0
11859,750000,SAMSUN,ATAKUM,COBANOZU,I_K,708,MUSTAKIL PARSEL,116.0,46.5,0,0,0,0,1,0,0,0
11862,1350000,IZMIR,SEFERIHISAR,GODENCE,BAG,8500,MUSTAKIL PARSEL,18329.272727272728,2.5,0,0,0,0,1,0,0,0
11865,45000,ADANA,IMAMOGLU,KOYUNEVI,M_A,414,MUSTAKIL PARSEL,808.0,400.0,0,0,1,0,1,0,1,0
11866,166500,NIGDE,BOR,MEHMETCIK,M_A,7689,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11868,150000,KOCAELI,KARAMURSEL,TEPEKOY,TARLA,1147,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11869,255000,TEKIRDAG,SARKOY,ISTIKLAL,I_K,365,MUSTAKIL PARSEL,3780.0,7.5,0,0,1,0,1,0,1,0
11870,440000,BALIKESIR,AYVALIK,KUCUKKOY,ZEYTINLIK,9168,MUSTAKIL PARSEL,45.0,89.66666666666667,0,0,0,0,1,0,0,0
11872,450000,KAYSERI,KOCASINAN,HIMMETDEDE,I_T,1004,MUSTAKIL PARSEL,48.0,1.0,0,0,1,0,1,1,0,0
11873,1000,EDIRNE,MERKEZ,BARUTLUK,I_K,3563,MUSTAKIL PARSEL,285.0,89.66666666666667,0,0,0,1,0,0,1,0
11874,235000,AYDIN,SOKE,YENICAMII,I_K,107,MUSTAKIL PARSEL,516.95,37.0,0,0,1,0,1,1,0,0
11875,1850000,ANKARA,ETIMESGUT,SEHITALI,TARLA,6500,MUSTAKIL PARSEL,10511.235294117647,235.78947368421052,0,0,1,0,1,1,0,0
11877,165000,BALIKESIR,BURHANIYE,YUNUS,ZEYTINLIK,3000,MUSTAKIL PARSEL,50.0,364.4871794871795,0,0,0,0,1,0,0,0
